Date,Close
2023-09-27,295.6745910644531
2023-09-28,301.8514709472656
2023-09-29,298.1274719238281
2023-10-02,304.691650390625
2023-10-03,298.8524169921875
2023-10-04,303.4602355957031
2023-10-05,302.67572021484375
2023-10-06,313.2418518066406
2023-10-09,316.15155029296875
2023-10-10,319.607421875
2023-10-11,325.54595947265625
2023-10-12,321.9113464355469
2023-10-13,312.507080078125
2023-10-16,318.92218017578125
2023-10-17,321.7524719238281
2023-10-18,314.77117919921875
2023-10-19,310.6401062011719
2023-10-20,306.5089111328125
2023-10-23,311.831787109375
2023-10-24,310.3818664550781
2023-10-25,297.4521789550781
2023-10-26,286.34979248046875
2023-10-27,294.6716613769531
2023-10-30,300.56048583984375
2023-10-31,299.18011474609375
2023-11-01,309.6867370605469
2023-11-02,308.71356201171875
2023-11-03,312.4176940917969
2023-11-06,313.60931396484375
2023-11-07,316.6083984375
2023-11-08,317.5617370605469
2023-11-09,318.3263854980469
2023-11-10,326.4893798828125
2023-11-13,326.9064636230469
2023-11-14,333.9770812988281
2023-11-15,330.4020690917969
2023-11-16,331.871826171875
2023-11-17,332.7158508300781
2023-11-20,337.6116943359375
2023-11-21,334.6424560546875
2023-11-22,339.12115478515625
2023-11-24,335.88372802734375
2023-11-27,332.37823486328125
2023-11-28,336.638427734375
2023-11-29,329.89556884765625
2023-11-30,324.8805847167969
2023-12-01,322.5667724609375
2023-12-04,317.8000183105469
2023-12-05,316.08209228515625
2023-12-06,315.2479248046875
2023-12-07,324.32452392578125
2023-12-08,330.4418029785156
2023-12-11,323.0235595703125
2023-12-12,331.901611328125
2023-12-13,332.41796875
2023-12-14,330.85882568359375
2023-12-15,332.5967102050781
2023-12-18,342.22943115234375
2023-12-19,347.9295959472656
2023-12-20,346.8570861816406
2023-12-21,351.6336975097656
2023-12-22,350.9386291503906
2023-12-26,352.36859130859375
2023-12-27,355.3478088378906
2023-12-28,355.8343811035156
2023-12-29,351.5046081542969
2024-01-02,343.8878479003906
2024-01-03,342.0804443359375
2024-01-04,344.71209716796875
2024-01-05,349.50860595703125
2024-01-08,356.1720275878906
2024-01-09,354.9505920410156
2024-01-10,367.90008544921875
2024-01-11,367.1056823730469
2024-01-12,371.8921813964844
2024-01-16,364.9110107421875
2024-01-17,365.8146667480469
2024-01-18,373.52081298828125
2024-01-19,380.7900695800781
2024-01-22,379.131591796875
2024-01-23,382.5279235839844
2024-01-24,387.9897766113281
2024-01-25,390.45257568359375
2024-01-26,391.4058837890625
2024-01-29,398.2381896972656
2024-01-30,397.2848205566406
2024-01-31,387.4336853027344
2024-02-01,392.0414733886719
2024-02-02,471.6950378417969
2024-02-05,456.2231140136719
2024-02-06,451.5656433105469
2024-02-07,466.3324890136719
2024-02-08,466.73968505859375
2024-02-09,464.8627624511719
2024-02-12,465.6473083496094
2024-02-13,456.9281921386719
2024-02-14,469.9969177246094
2024-02-15,480.6723937988281
2024-02-16,470.03668212890625
2024-02-20,468.4775390625
2024-02-21,465.2764587402344
2024-02-22,483.2699890136719
2024-02-23,481.182373046875
2024-02-26,478.9057922363281
2024-02-27,484.1845703125
2024-02-28,481.17236328125
2024-02-29,487.2464599609375
2024-03-01,499.3448486328125
2024-03-04,495.2590637207031
2024-03-05,487.3359680175781
2024-03-06,493.17144775390625
2024-03-07,509.17669677734375
2024-03-08,502.9734191894531
2024-03-11,480.74493408203125
2024-03-12,496.8098449707031
2024-03-13,492.65447998046875
2024-03-14,488.9364929199219
2024-03-15,481.251953125
2024-03-18,494.05615234375
2024-03-19,493.3205261230469
2024-03-20,502.5458984375
2024-03-21,504.77276611328125
2024-03-22,506.5820617675781
2024-03-25,500.0605773925781
2024-03-26,492.97259521484375
2024-03-27,490.9544982910156
2024-03-28,482.7231750488281
2024-04-01,488.45928955078125
2024-04-02,494.44390869140625
2024-04-03,503.7586975097656
2024-04-04,507.9141845703125
2024-04-05,524.2376098632812
2024-04-08,516.1951293945312
2024-04-09,513.8590087890625
2024-04-10,516.7716674804688
2024-04-11,520.0820922851562
2024-04-12,508.8883972167969
2024-04-15,497.28704833984375
2024-04-16,496.81982421875
2024-04-17,491.2626953125
2024-04-18,498.8477783203125
2024-04-19,478.2397766113281
2024-04-22,478.8959045410156
2024-04-23,493.181396484375
2024-04-24,490.5966491699219
2024-04-25,438.7833251953125
2024-04-26,440.68206787109375
2024-04-29,430.0747985839844
2024-04-30,427.6392517089844
2024-05-01,436.60614013671875
2024-05-02,439.0815124511719
2024-05-03,449.3009948730469
2024-05-06,462.9402770996094
2024-05-07,465.48529052734375
2024-05-08,469.81964111328125
2024-05-09,472.623046875
2024-05-10,473.3984069824219
2024-05-13,465.25665283203125
2024-05-14,469.0740051269531
2024-05-15,478.7070007324219
2024-05-16,470.4459533691406
2024-05-17,469.1336669921875
2024-05-20,466.08172607421875
2024-05-21,461.896484375
2024-05-22,465.0279541015625
2024-05-23,463.0397033691406
2024-05-24,475.40655517578125
2024-05-28,477.0965270996094
2024-05-29,471.5692443847656
2024-05-30,464.30224609375
2024-05-31,464.08355712890625
2024-06-03,474.68084716796875
2024-06-04,474.1838073730469
2024-06-05,492.1474609375
2024-06-06,490.8551025390625
2024-06-07,490.0597839355469
2024-06-10,499.6430969238281
2024-06-11,504.48443603515625
2024-06-12,505.84637451171875
2024-06-13,501.13427734375
2024-06-14,501.6915283203125
2024-06-17,504.1494140625
2024-06-18,497.04437255859375
2024-06-20,499.24359130859375
2024-06-21,492.3574523925781
2024-06-24,496.4673156738281
2024-06-25,508.1000061035156
2024-06-26,510.607666015625
2024-06-27,517.0161743164062
2024-06-28,501.75128173828125
2024-07-01,502.2089538574219
2024-07-02,507.0054016113281
2024-07-03,507.463134765625
2024-07-05,537.2664184570312
2024-07-08,526.7283935546875
2024-07-09,527.4050903320312
2024-07-10,532.0720825195312
2024-07-11,510.1897888183594
2024-07-12,496.4274597167969
2024-07-15,493.730712890625
2024-07-16,487.3919372558594
2024-07-17,459.72796630859375
2024-07-18,473.5201416015625
2024-07-19,474.45556640625
2024-07-22,485.01361083984375
2024-07-23,486.2972717285156
2024-07-24,459.0115051269531
2024-07-25,451.1900329589844
2024-07-26,463.4198913574219
2024-07-29,463.4297790527344
2024-07-30,460.9221496582031
2024-07-31,472.505126953125
2024-08-01,495.3029479980469
2024-08-02,485.75
2024-08-05,473.4007873535156
2024-08-06,491.67083740234375
2024-08-07,486.5261535644531
2024-08-08,507.1347351074219
2024-08-09,515.2349243164062
2024-08-12,513.423828125
2024-08-13,525.9521484375
2024-08-14,524.1808471679688
2024-08-15,534.6990966796875
2024-08-16,524.8377075195312
2024-08-19,526.6885375976562
2024-08-20,524.1510620117188
2024-08-21,532.539794921875
2024-08-22,529.3255615234375
2024-08-23,525.414794921875
2024-08-26,518.5684814453125
2024-08-27,516.558349609375
2024-08-28,514.249755859375
2024-08-29,515.6826171875
2024-08-30,518.7575073242188
2024-09-03,509.2543029785156
2024-09-04,510.22955322265625
2024-09-05,514.329345703125
2024-09-06,497.8205871582031
2024-09-09,502.3184814453125
2024-09-10,502.3184814453125
2024-09-11,509.323974609375
2024-09-12,523.0265502929688
2024-09-13,522.0513916015625
2024-09-16,531.17529296875
2024-09-17,534.2032470703125
2024-09-18,535.8267822265625
2024-09-19,556.893310546875
2024-09-20,559.1343383789062
2024-09-23,562.1823120117188
2024-09-24,561.1066284179688
2024-09-25,566.06689453125
2024-09-26,565.5988159179688
2024-09-27,565.1207275390625
2024-09-30,570.1806640625
2024-10-01,574.1946411132812
2024-10-02,570.5491943359375
2024-10-03,580.4699096679688
2024-10-04,593.587890625
2024-10-07,582.4719848632812
2024-10-08,590.5498657226562
2024-10-09,588.1793823242188
2024-10-10,581.5256958007812
2024-10-11,587.6215209960938
2024-10-14,588.0896606445312
2024-10-15,583.9560546875
2024-10-16,574.5134887695312
2024-10-17,574.6529541015625
2024-10-18,574.1946411132812
2024-10-21,572.889892578125
2024-10-22,579.712890625
2024-10-23,561.4651489257812
2024-10-24,565.5390625
2024-10-25,570.9874267578125
2024-10-28,575.8780517578125
2024-10-29,590.9384155273438
2024-10-30,589.4642333984375
2024-10-31,565.33984375
2024-11-01,564.9214477539062
2024-11-04,558.4671020507812
2024-11-05,570.170654296875
2024-11-06,569.7921752929688
2024-11-07,589.3646240234375
2024-11-08,587.013916015625
2024-11-11,580.8682250976562
2024-11-12,582.5118408203125
2024-11-13,577.7107543945312
2024-11-14,574.8820190429688
2024-11-15,551.8931274414062
2024-11-18,552.2119750976562
2024-11-19,558.87548828125
2024-11-20,563.2879638671875
2024-11-21,560.8675537109375
2024-11-22,556.9332275390625
2024-11-25,562.8795776367188
2024-11-26,571.2762451171875
2024-11-27,566.9534912109375
2024-11-29,572.05322265625
2024-12-02,590.4901733398438
2024-12-03,611.22802734375
2024-12-04,611.3575439453125
2024-12-05,606.526611328125
2024-12-06,621.3081665039062
2024-12-09,611.1483764648438
2024-12-10,616.8756103515625
2024-12-11,630.182861328125
2024-12-12,628.30029296875
2024-12-13,617.9015502929688
2024-12-16,622.2776489257812
2024-12-17,617.4928588867188
2024-12-18,595.3128051757812
2024-12-19,593.6978759765625
2024-12-20,583.4103393554688
2024-12-23,597.96435546875
2024-12-24,605.839599609375
2024-12-26,601.453369140625
2024-12-27,597.924560546875
2024-12-30,589.3814697265625
2024-12-31,583.6695556640625
2025-01-02,597.3563232421875
2025-01-03,602.7294311523438
2025-01-06,628.2190551757812
2025-01-07,615.9476928710938
2025-01-08,608.8002319335938
2025-01-10,613.924072265625
2025-01-13,606.4177856445312
2025-01-14,592.3820190429688
2025-01-15,615.1801147460938
2025-01-16,609.37841796875
2025-01-17,610.8438110351562
2025-01-21,614.522216796875
2025-01-22,621.5401000976562
2025-01-23,634.4494018554688
2025-01-24,645.4546508789062
2025-01-27,657.8057250976562
2025-01-28,672.2103271484375
2025-01-29,674.363525390625
2025-01-30,684.8404541015625
2025-01-31,687.0135498046875
2025-02-03,695.2676391601562
2025-02-04,701.9764404296875
2025-02-05,702.654296875
2025-02-06,709.7518920898438
2025-02-07,712.2739868164062
2025-02-10,715.14501953125
2025-02-11,717.537353515625
2025-02-12,723.099853515625
2025-02-13,726.2698364257812
2025-02-14,734.354248046875
2025-02-18,714.1181640625
2025-02-19,701.5578002929688
2025-02-20,692.6558837890625
2025-02-21,681.4013061523438
2025-02-24,666.02978515625
2025-02-25,655.43310546875
2025-02-26,671.5823364257812
2025-02-27,656.1708374023438
2025-02-28,666.0995483398438
2025-03-03,652.9909057617188
2025-03-04,637.9882202148438
2025-03-05,654.4063720703125
2025-03-06,625.9561767578125
2025-03-07,623.6932373046875
2025-03-10,596.1102294921875
2025-03-11,603.8060302734375
2025-03-12,617.6124267578125
2025-03-13,588.7833862304688
2025-03-14,606.2289428710938
2025-03-17,603.5350952148438
2025-03-18,581.0458984375
2025-03-19,582.7420654296875
2025-03-20,584.6776733398438
2025-03-21,594.9044799804688
2025-03-24,617.4534912109375
2025-03-25,624.8966674804688
2025-03-26,609.6012573242188
2025-03-27,601.2202758789062
2025-03-28,575.4385986328125
2025-03-31,575.0594482421875
2025-04-01,584.6776733398438
2025-04-02,582.6123046875
2025-04-03,530.4203491210938
2025-04-04,503.591064453125
2025-04-07,515.0850830078125
2025-04-08,509.2981262207031
2025-04-09,584.4481811523438
2025-04-10,545.0572509765625
2025-04-11,542.3433837890625
2025-04-14,530.2807006835938
2025-04-15,520.3431396484375
2025-04-16,501.176513671875
2025-04-17,500.3484191894531
2025-04-21,483.56634521484375
2025-04-22,499.1510925292969
2025-04-23,519.0960083007812
2025-04-24,531.9469604492188
2025-04-25,546.0350341796875
2025-04-28,548.4994506835938
2025-04-29,553.1888427734375
2025-04-30,547.7611694335938
2025-05-01,570.9188232421875
2025-05-02,595.6728515625
2025-05-05,597.917724609375
2025-05-06,585.9846801757812
2025-05-07,595.4632568359375
2025-05-08,596.6605834960938
2025-05-09,591.1530151367188
2025-05-12,637.9871215820312
2025-05-13,654.5496826171875
2025-05-14,657.8721313476562
2025-05-15,642.427001953125
2025-05-16,638.8950805664062
2025-05-19,638.98486328125
2025-05-20,635.662353515625
2025-05-21,634.0659790039062
2025-05-22,635.133544921875
2025-05-23,625.64501953125
2025-05-27,640.87060546875
2025-05-28,642.1277465820312
2025-05-29,643.594482421875
2025-05-30,646.0289306640625
2025-06-02,669.3860473632812
2025-06-03,665.34521484375
2025-06-04,686.3976440429688
2025-06-05,683.0751342773438
2025-06-06,696.1355590820312
2025-06-09,692.4937744140625
2025-06-10,700.8150024414062
2025-06-11,692.5736083984375
2025-06-12,691.79541015625
2025-06-13,681.3291015625
2025-06-16,701.0746459960938
2025-06-17,696.19189453125
2025-06-18,694.7340698242188
2025-06-20,681.3341064453125
2025-06-23,697.4900512695312
2025-06-24,711.1396484375
2025-06-25,707.6248779296875
2025-06-26,725.009033203125
2025-06-27,732.5377197265625
2025-06-30,736.9910888671875
2025-07-01,718.149169921875
2025-07-02,712.5076293945312
2025-07-03,717.9395141601562
2025-07-07,717.2804565429688
2025-07-08,719.5970458984375
2025-07-09,731.6890258789062
2025-07-10,726.1572265625
2025-07-11,716.4417114257812
2025-07-14,719.8466796875
2025-07-15,709.3323364257812
2025-07-16,701.8634643554688
2025-07-17,700.3656616210938
2025-07-18,703.2314453125
2025-07-21,711.9085083007812
2025-07-22,703.7606811523438
2025-07-23,712.5176391601562
2025-07-24,713.7357177734375
2025-07-25,711.6189575195312
2025-07-28,716.5615844726562
2025-07-29,698.9578247070312
2025-07-30,694.1749877929688
2025-07-31,772.2884521484375
2025-08-01,748.8933715820312
2025-08-04,775.2140502929688
2025-08-05,762.3233642578125
2025-08-06,770.8406372070312
2025-08-07,760.6957397460938
2025-08-08,768.1546630859375
2025-08-11,764.7296752929688
2025-08-12,788.8237915039062
2025-08-13,778.9186401367188
2025-08-14,780.9655151367188
2025-08-15,784.0609130859375
2025-08-18,766.2274780273438
2025-08-19,750.3611450195312
2025-08-20,746.6067504882812
2025-08-21,737.9995727539062
2025-08-22,753.6661987304688
2025-08-25,752.1784057617188
2025-08-26,752.9772338867188
2025-08-27,746.2672729492188
2025-08-28,749.99169921875
2025-08-29,737.6001586914062
2025-09-02,734.0155029296875
2025-09-03,735.95263671875
2025-09-04,747.535400390625
2025-09-05,751.3297729492188
2025-09-08,751.179931640625
2025-09-09,764.5599975585938
2025-09-10,750.8604125976562
2025-09-11,749.7820434570312
2025-09-12,754.465087890625
2025-09-15,763.5614624023438
2025-09-16,777.8401489257812
2025-09-17,774.5650634765625
2025-09-18,779.0883178710938
2025-09-19,777.2210693359375
2025-09-22,764.5364379882812
2025-09-23,754.784423828125
2025-09-24,760.0401000976562
2025-09-25,748.2996826171875
2025-09-26,743.1439208984375
2025-09-29,742.794189453125
2025-09-30,733.7815551757812
2025-10-01,716.7554321289062
2025-10-02,726.45751953125
2025-10-03,709.98095703125
2025-10-06,715.0767822265625
2025-10-07,712.4989013671875
2025-10-08,717.2550659179688
2025-10-09,732.9122314453125
2025-10-10,704.7252197265625
2025-10-13,715.1167602539062
2025-10-14,708.072509765625
2025-10-15,716.9652709960938
2025-10-16,711.48974609375
2025-10-17,716.3357543945312
2025-10-20,731.5733032226562
2025-10-21,732.6724853515625
2025-10-22,732.8123168945312
2025-10-23,733.40185546875
2025-10-24,737.75830078125
2025-10-27,750.2081298828125
2025-10-28,750.82763671875
2025-10-29,751.0574340820312
2025-10-30,665.9268798828125
2025-10-31,647.8216552734375
2025-11-03,637.1903686523438
2025-11-04,626.8087768554688
2025-11-05,635.4317626953125
2025-11-06,618.4356079101562
2025-11-07,621.203369140625
2025-11-10,631.2451782226562
2025-11-11,626.5690307617188
2025-11-12,608.5137329101562
2025-11-13,609.3930053710938
2025-11-14,608.96337890625
2025-11-17,601.5194091796875
2025-11-18,597.2029418945312
2025-11-19,589.8389282226562
2025-11-20,588.669921875
2025-11-21,593.7657470703125
2025-11-24,612.5504150390625
2025-11-25,635.7014770507812
2025-11-26,633.0936279296875
2025-11-28,647.4219970703125
2025-12-01,640.3477172851562
2025-12-02,646.5726318359375
2025-12-03,639.0787353515625
2025-12-04,660.990966796875
2025-12-05,672.8712158203125
2025-12-08,666.256591796875
2025-12-09,656.4246826171875
2025-12-10,649.6002197265625
2025-12-11,652.1781005859375
2025-12-12,643.7050170898438
2025-12-15,647.510009765625
2025-12-16,657.1500244140625
2025-12-17,649.5
2025-12-18,664.4500122070312
2025-12-19,658.77001953125
2025-12-22,661.5
2025-12-23,664.9400024414062
2025-12-24,667.5499877929688
2025-12-26,663.2899780273438
2025-12-29,658.6900024414062
2025-12-30,665.9500122070312
2025-12-31,660.0900268554688
2026-01-02,650.4099731445312
2026-01-05,658.7899780273438
2026-01-06,660.6199951171875
2026-01-07,648.6900024414062
2026-01-08,646.0599975585938
