Date,Close
2023-09-15,43.871700286865234
2023-09-18,43.93765640258789
2023-09-19,43.491939544677734
2023-09-20,42.211769104003906
2023-09-21,40.99055480957031
2023-09-22,41.58317565917969
2023-09-25,42.19477844238281
2023-09-26,41.88397979736328
2023-09-27,42.440616607666016
2023-09-28,43.06121826171875
2023-09-29,43.47095489501953
2023-10-02,44.75313186645508
2023-10-03,43.48893737792969
2023-10-04,44.01260757446289
2023-10-05,44.6591911315918
2023-10-06,45.73250198364258
2023-10-09,45.24382019042969
2023-10-10,45.768470764160156
2023-10-11,46.77582931518555
2023-10-12,46.91473388671875
2023-10-13,45.43169021606445
2023-10-16,46.065284729003906
2023-10-17,43.90967559814453
2023-10-18,42.16879653930664
2023-10-19,42.0738639831543
2023-10-20,41.36031723022461
2023-10-23,42.94729232788086
2023-10-24,43.63484573364258
2023-10-25,41.752071380615234
2023-10-26,40.30000305175781
2023-10-27,40.47389221191406
2023-10-30,41.13446807861328
2023-10-31,40.75371170043945
2023-11-01,42.29772186279297
2023-11-02,43.47795486450195
2023-11-03,44.97598648071289
2023-11-06,45.72150421142578
2023-11-07,45.925376892089844
2023-11-08,46.54397964477539
2023-11-09,46.91972732543945
2023-11-10,48.303836822509766
2023-11-13,48.58865737915039
2023-11-14,49.62398910522461
2023-11-15,48.856483459472656
2023-11-16,49.44810104370117
2023-11-17,49.2662239074707
2023-11-20,50.37650680541992
2023-11-21,49.91179656982422
2023-11-22,48.684593200683594
2023-11-24,47.745201110839844
2023-11-27,48.21089553833008
2023-11-28,47.79016876220703
2023-11-29,48.10896682739258
2023-11-30,46.73984909057617
2023-12-01,46.73484802246094
2023-12-04,45.48065948486328
2023-12-05,46.540077209472656
2023-12-06,45.47766876220703
2023-12-07,46.5700569152832
2023-12-08,47.47954559326172
2023-12-11,46.601036071777344
2023-12-12,47.63046646118164
2023-12-13,48.06122589111328
2023-12-14,48.32307815551758
2023-12-15,48.86277770996094
2023-12-18,50.04911422729492
2023-12-19,49.57637405395508
2023-12-20,48.084205627441406
2023-12-21,48.96272277832031
2023-12-22,48.80281448364258
2023-12-26,49.251556396484375
2023-12-27,49.389488220214844
2023-12-28,49.49442672729492
2023-12-29,49.49442672729492
2024-01-02,48.14117431640625
2024-01-03,47.54250717163086
2024-01-04,47.971275329589844
2024-01-05,49.069664001464844
2024-01-08,52.22390365600586
2024-01-09,53.110416412353516
2024-01-10,54.31973648071289
2024-01-11,54.79146957397461
2024-01-12,54.679534912109375
2024-01-16,56.35060501098633
2024-01-17,56.02178955078125
2024-01-18,57.07520294189453
2024-01-19,59.4578742980957
2024-01-22,59.620784759521484
2024-01-23,59.839664459228516
2024-01-24,61.32783126831055
2024-01-25,61.582698822021484
2024-01-26,60.99701690673828
2024-01-29,62.430213928222656
2024-01-30,62.739044189453125
2024-01-31,61.492740631103516
2024-02-01,62.99190902709961
2024-02-02,66.12316131591797
2024-02-05,69.29339599609375
2024-02-06,68.18501281738281
2024-02-07,70.05996704101562
2024-02-08,69.60221862792969
2024-02-09,72.09284973144531
2024-02-12,72.20777130126953
2024-02-13,72.08784484863281
2024-02-14,73.8588638305664
2024-02-15,72.6175308227539
2024-02-16,72.57257080078125
2024-02-20,69.41332244873047
2024-02-21,67.43444061279297
2024-02-22,78.49427032470703
2024-02-23,78.77312469482422
2024-02-26,79.04796600341797
2024-02-27,78.65718078613281
2024-02-28,77.6197509765625
2024-02-29,79.06795501708984
2024-03-01,82.2331771850586
2024-03-04,85.18953704833984
2024-03-05,85.920166015625
2024-03-06,88.65476989746094
2024-03-07,92.62174224853516
2024-03-08,87.48336791992188
2024-03-11,85.73025512695312
2024-03-12,91.86614227294922
2024-03-13,90.84165954589844
2024-03-14,87.8991470336914
2024-03-15,87.79220581054688
2024-03-18,88.40989685058594
2024-03-19,89.3524169921875
2024-03-20,90.32592010498047
2024-03-21,91.38837432861328
2024-03-22,94.24091339111328
2024-03-25,94.95354461669922
2024-03-26,92.5137939453125
2024-03-27,90.2039794921875
2024-03-28,90.30992889404297
2024-04-01,90.3169174194336
2024-04-02,89.40637969970703
2024-04-03,88.91863250732422
2024-04-04,85.86119079589844
2024-04-05,87.96312713623047
2024-04-08,87.08856201171875
2024-04-09,85.31045532226562
2024-04-10,86.99461364746094
2024-04-11,90.56979370117188
2024-04-12,88.14103698730469
2024-04-15,85.95714569091797
2024-04-16,87.37042236328125
2024-04-17,83.99214935302734
2024-04-18,84.62781524658203
2024-04-19,76.16114807128906
2024-04-22,79.47745513916016
2024-04-23,82.38097381591797
2024-04-24,79.6363754272461
2024-04-25,82.58987426757812
2024-04-26,87.69026184082031
2024-04-29,87.71224975585938
2024-04-30,86.35794830322266
2024-05-01,82.99864959716797
2024-05-02,85.77323913574219
2024-05-03,88.74372100830078
2024-05-06,92.09300994873047
2024-05-07,90.50782012939453
2024-05-08,90.36589050292969
2024-05-09,88.70174407958984
2024-05-10,89.83216857910156
2024-05-13,90.3529052734375
2024-05-14,91.3094253540039
2024-05-15,94.58174896240234
2024-05-16,94.31088256835938
2024-05-17,92.43183135986328
2024-05-20,94.73167419433594
2024-05-21,95.33735656738281
2024-05-22,94.9015884399414
2024-05-23,103.7460708618164
2024-05-24,106.41470336914062
2024-05-28,113.84292602539062
2024-05-29,114.76644134521484
2024-05-30,110.44364929199219
2024-05-31,109.57709503173828
2024-06-03,114.94136047363281
2024-06-04,116.37763214111328
2024-06-05,122.3775634765625
2024-06-06,120.9363021850586
2024-06-07,120.82636260986328
2024-06-10,121.7279052734375
2024-06-11,120.8582763671875
2024-06-12,125.14643859863281
2024-06-13,129.55453491210938
2024-06-14,131.82359313964844
2024-06-17,130.92396545410156
2024-06-18,135.52198791503906
2024-06-20,130.72406005859375
2024-06-21,126.5158462524414
2024-06-24,118.05946350097656
2024-06-25,126.03604888916016
2024-06-26,126.3459243774414
2024-06-27,123.93695068359375
2024-06-28,123.48715209960938
2024-07-01,124.246826171875
2024-07-02,122.61752319335938
2024-07-03,128.22511291503906
2024-07-05,125.77616119384766
2024-07-08,128.14512634277344
2024-07-09,131.3238067626953
2024-07-10,134.852294921875
2024-07-11,127.34550476074219
2024-07-12,129.1847381591797
2024-07-15,128.38507080078125
2024-07-16,126.3059310913086
2024-07-17,117.93951416015625
2024-07-18,121.0381851196289
2024-07-19,117.87955474853516
2024-07-22,123.48715209960938
2024-07-23,122.53754425048828
2024-07-24,114.20112609863281
2024-07-25,112.2319564819336
2024-07-26,113.0116195678711
2024-07-29,111.54226684570312
2024-07-30,103.68563079833984
2024-07-31,116.96992492675781
2024-08-01,109.16327667236328
2024-08-02,107.2240982055664
2024-08-05,100.40702056884766
2024-08-06,104.20539093017578
2024-08-07,98.86768341064453
2024-08-08,104.92508697509766
2024-08-09,104.70518493652344
2024-08-12,108.9733657836914
2024-08-13,116.0903091430664
2024-08-14,118.02948760986328
2024-08-15,122.80744171142578
2024-08-16,124.52669525146484
2024-08-19,129.94439697265625
2024-08-20,127.195556640625
2024-08-21,128.4450225830078
2024-08-22,123.68705749511719
2024-08-23,129.31463623046875
2024-08-26,126.40589141845703
2024-08-27,128.2451171875
2024-08-28,125.55626678466797
2024-08-29,117.53968811035156
2024-08-30,119.31893157958984
2024-09-03,107.95378875732422
2024-09-04,106.16455078125
2024-09-05,107.16413116455078
2024-09-06,102.7860107421875
2024-09-09,106.42444610595703
2024-09-10,108.05374145507812
2024-09-11,116.8599853515625
2024-09-12,119.0992202758789
2024-09-13,119.0592269897461
2024-09-16,116.74002075195312
2024-09-17,115.55043029785156
2024-09-18,113.33118438720703
2024-09-19,117.82965087890625
2024-09-20,115.96029663085938
2024-09-23,116.22020721435547
2024-09-24,120.82862854003906
2024-09-25,123.46772003173828
2024-09-26,123.9975357055664
2024-09-27,121.35844421386719
2024-09-30,121.3984375
2024-10-01,116.95994567871094
2024-10-02,118.80931091308594
2024-10-03,122.80794525146484
2024-10-04,124.87723541259766
2024-10-07,127.67627716064453
2024-10-08,132.84449768066406
2024-10-09,132.6045684814453
2024-10-10,134.7638397216797
2024-10-11,134.7538604736328
2024-10-14,138.0227508544922
2024-10-15,131.55496215820312
2024-10-16,135.6735382080078
2024-10-17,136.8831329345703
2024-10-18,137.9527587890625
2024-10-21,143.6608123779297
2024-10-22,143.54086303710938
2024-10-23,139.51222229003906
2024-10-24,140.3619384765625
2024-10-25,141.49154663085938
2024-10-28,140.47190856933594
2024-10-29,141.20164489746094
2024-10-30,139.29229736328125
2024-10-31,132.71456909179688
2024-11-01,135.35365295410156
2024-11-04,136.00343322753906
2024-11-05,139.8621063232422
2024-11-06,145.56015014648438
2024-11-07,148.8290557861328
2024-11-08,147.5794677734375
2024-11-11,145.2102508544922
2024-11-12,148.23922729492188
2024-11-13,146.2199249267578
2024-11-14,146.70974731445312
2024-11-15,141.93138122558594
2024-11-18,140.1020050048828
2024-11-19,146.9596710205078
2024-11-20,145.84005737304688
2024-11-21,146.6197967529297
2024-11-22,141.90139770507812
2024-11-25,135.9734344482422
2024-11-26,136.87313842773438
2024-11-27,135.2936553955078
2024-11-29,138.2026824951172
2024-12-02,138.58253479003906
2024-12-03,140.2119903564453
2024-12-04,145.09033203125
2024-12-05,145.0203399658203
2024-12-06,142.4010467529297
2024-12-09,138.77203369140625
2024-12-10,135.03306579589844
2024-12-11,139.2718963623047
2024-12-12,137.3024444580078
2024-12-13,134.21328735351562
2024-12-16,131.96388244628906
2024-12-17,130.35433959960938
2024-12-18,128.874755859375
2024-12-19,130.6442413330078
2024-12-20,134.6631622314453
2024-12-23,139.63180541992188
2024-12-24,140.18165588378906
2024-12-26,139.89173889160156
2024-12-27,136.9725341796875
2024-12-30,137.452392578125
2024-12-31,134.25328063964844
2025-01-02,138.2721710205078
2025-01-03,144.4304962158203
2025-01-06,149.38912963867188
2025-01-07,140.10166931152344
2025-01-08,140.07168579101562
2025-01-10,135.8728485107422
2025-01-13,133.19357299804688
2025-01-14,131.7239532470703
2025-01-15,136.2027587890625
2025-01-16,133.5334930419922
2025-01-17,137.67234802246094
2025-01-21,140.79148864746094
2025-01-22,147.02981567382812
2025-01-23,147.17974853515625
2025-01-24,142.58099365234375
2025-01-27,118.38761138916016
2025-01-28,128.95472717285156
2025-01-29,123.66617584228516
2025-01-30,124.61592102050781
2025-01-31,120.03717041015625
2025-02-03,116.62810516357422
2025-02-04,118.6175537109375
2025-02-05,124.79586791992188
2025-02-06,128.64480590820312
2025-02-07,129.80447387695312
2025-02-10,133.5334930419922
2025-02-11,132.76370239257812
2025-02-12,131.10415649414062
2025-02-13,135.25299072265625
2025-02-14,138.81202697753906
2025-02-18,139.36187744140625
2025-02-19,139.19192504882812
2025-02-20,140.07168579101562
2025-02-21,134.3932342529297
2025-02-24,130.244384765625
2025-02-25,126.59537506103516
2025-02-26,131.24411010742188
2025-02-27,120.11714935302734
2025-02-28,124.8858413696289
2025-03-03,114.02880859375
2025-03-04,115.95828247070312
2025-03-05,117.2679214477539
2025-03-06,110.53976440429688
2025-03-07,112.65918731689453
2025-03-10,106.95075225830078
2025-03-11,108.73026275634766
2025-03-12,115.71900177001953
2025-03-13,115.55902862548828
2025-03-14,121.64791870117188
2025-03-17,119.50830841064453
2025-03-18,115.40904998779297
2025-03-19,117.49867248535156
2025-03-20,118.50848388671875
2025-03-21,117.67863464355469
2025-03-24,121.38796997070312
2025-03-25,120.66809844970703
2025-03-26,113.7393569946289
2025-03-27,111.40978240966797
2025-03-28,109.65010070800781
2025-03-31,108.3603286743164
2025-04-01,110.1300048828125
2025-04-02,110.39995574951172
2025-04-03,101.78152465820312
2025-04-04,94.29288482666016
2025-04-07,97.62227630615234
2025-04-08,96.28252410888672
2025-04-09,114.30924987792969
2025-04-10,107.55047607421875
2025-04-11,110.90986633300781
2025-04-14,110.68990325927734
2025-04-15,112.17963409423828
2025-04-16,104.47103881835938
2025-04-17,101.47157287597656
2025-04-21,96.89241790771484
2025-04-22,98.8720474243164
2025-04-23,102.69136047363281
2025-04-24,106.41068267822266
2025-04-25,110.98986053466797
2025-04-28,108.71027374267578
2025-04-29,109.00021362304688
2025-04-30,108.90023040771484
2025-05-01,111.5897445678711
2025-05-02,114.4792251586914
2025-05-05,113.79934692382812
2025-05-06,113.51940155029297
2025-05-07,117.03875732421875
2025-05-08,117.34870910644531
2025-05-09,116.62882995605469
2025-05-12,122.9776840209961
2025-05-13,129.9064178466797
2025-05-14,135.3154296875
2025-05-15,134.80552673339844
2025-05-16,135.37542724609375
2025-05-19,135.54539489746094
2025-05-20,134.35560607910156
2025-05-21,131.7760772705078
2025-05-22,132.80589294433594
2025-05-23,131.26617431640625
2025-05-27,135.47540283203125
2025-05-28,134.78553771972656
2025-05-29,139.1647491455078
2025-05-30,135.10548400878906
2025-06-02,137.35507202148438
2025-06-03,141.19436645507812
2025-06-04,141.8942413330078
2025-06-05,139.964599609375
2025-06-06,141.69427490234375
2025-06-09,142.6041259765625
2025-06-10,143.9338836669922
2025-06-11,142.81399536132812
2025-06-12,144.98374938964844
2025-06-13,141.95408630371094
2025-06-16,144.6737823486328
2025-06-17,144.1038360595703
2025-06-18,145.46368408203125
2025-06-20,143.83387756347656
2025-06-23,144.15383911132812
2025-06-24,147.88340759277344
2025-06-25,154.29270935058594
2025-06-26,155.00262451171875
2025-06-27,157.73231506347656
2025-06-30,157.97230529785156
2025-07-01,153.2828369140625
2025-07-02,157.2323760986328
2025-07-03,159.3221435546875
2025-07-07,158.22227478027344
2025-07-08,159.98207092285156
2025-07-09,162.86175537109375
2025-07-10,164.0816192626953
2025-07-11,164.90151977539062
2025-07-14,164.05162048339844
2025-07-15,170.6808624267578
2025-07-16,171.35079956054688
2025-07-17,172.98062133789062
2025-07-18,172.39068603515625
2025-07-21,171.36080932617188
2025-07-22,167.01129150390625
2025-07-23,170.7608642578125
2025-07-24,173.7205352783203
2025-07-25,173.48056030273438
2025-07-28,176.73019409179688
2025-07-29,175.49032592773438
2025-07-30,179.2499237060547
2025-07-31,177.85006713867188
2025-08-01,173.70053100585938
2025-08-04,179.97982788085938
2025-08-05,178.24002075195312
2025-08-06,179.39988708496094
2025-08-07,180.74974060058594
2025-08-08,182.6795196533203
2025-08-11,182.0395965576172
2025-08-12,183.1394805908203
2025-08-13,181.56964111328125
2025-08-14,181.99960327148438
2025-08-15,180.42977905273438
2025-08-18,181.98959350585938
2025-08-19,175.6203155517578
2025-08-20,175.38034057617188
2025-08-21,174.96038818359375
2025-08-22,177.97006225585938
2025-08-25,179.78985595703125
2025-08-26,181.7496337890625
2025-08-27,181.57965087890625
2025-08-28,180.14981079101562
2025-08-29,174.1604766845703
2025-09-02,170.7608642578125
2025-09-03,170.60089111328125
2025-09-04,171.64077758789062
2025-09-05,167.0012969970703
2025-09-08,168.2911376953125
2025-09-09,170.74085998535156
2025-09-10,177.3101348876953
2025-09-11,177.16014099121094
2025-09-12,177.8101043701172
2025-09-15,177.74009704589844
2025-09-16,174.87026977539062
2025-09-17,170.280517578125
2025-09-18,176.23019409179688
2025-09-19,176.66015625
2025-09-22,183.5997772216797
2025-09-23,178.42005920410156
2025-09-24,176.96014404296875
2025-09-25,177.68011474609375
2025-09-26,178.18008422851562
2025-09-29,181.8398895263672
2025-09-30,186.56961059570312
2025-10-01,187.22958374023438
2025-10-02,188.87948608398438
2025-10-03,187.6095428466797
2025-10-06,185.5296630859375
2025-10-07,185.02969360351562
2025-10-08,189.09947204589844
2025-10-09,192.5592803955078
2025-10-10,183.14981079101562
2025-10-13,188.3095245361328
2025-10-14,180.0199737548828
2025-10-15,179.8199920654297
2025-10-16,181.7998809814453
2025-10-17,183.20980834960938
2025-10-20,182.6298370361328
2025-10-21,181.14991760253906
2025-10-22,180.26995849609375
2025-10-23,182.1498565673828
2025-10-24,186.24961853027344
2025-10-27,191.47933959960938
2025-10-28,201.01881408691406
2025-10-29,207.02847290039062
2025-10-30,202.8787078857422
2025-10-31,202.47872924804688
2025-11-03,206.8684844970703
2025-11-04,198.67893981933594
2025-11-05,195.1991424560547
2025-11-06,188.0695343017578
2025-11-07,188.1395263671875
2025-11-10,199.03892517089844
2025-11-11,193.1492462158203
2025-11-12,193.78921508789062
2025-11-13,186.84959411621094
2025-11-14,190.15940856933594
2025-11-17,186.58961486816406
2025-11-18,181.3498992919922
2025-11-19,186.50961303710938
2025-11-20,180.62994384765625
2025-11-21,178.8700408935547
2025-11-24,182.5398406982422
2025-11-25,177.8101043701172
2025-11-26,180.2499542236328
2025-11-28,176.99014282226562
2025-12-01,179.9099884033203
2025-12-02,181.4499053955078
2025-12-03,179.5800018310547
2025-12-04,183.3800048828125
2025-12-05,182.41000366210938
2025-12-08,185.5500030517578
2025-12-09,184.97000122070312
2025-12-10,183.77999877929688
2025-12-11,180.92999267578125
2025-12-12,175.02000427246094
2025-12-15,176.2899932861328
2025-12-16,177.72000122070312
2025-12-17,170.94000244140625
2025-12-18,174.13999938964844
2025-12-19,180.99000549316406
2025-12-22,183.69000244140625
2025-12-23,189.2100067138672
2025-12-24,188.61000061035156
2025-12-26,190.52999877929688
2025-12-29,188.22000122070312
2025-12-30,187.5399932861328
2025-12-31,186.5
2026-01-02,188.85000610351562
